County,county_fips,City,StateCode,State,StationID,ConditionMonitoringReportID,ReportDate,ScaleBar,Description,year,quarter,month,month_name,week,day
Larimer,08069,Fort Collins,8.0,CO,4a9d3b19-e6a1-4788-9c5c-3ab8732fd50f,28318.0,2018-01-13,-2.0,"More storminess this week in our vicinity (especially in the high mountains, but all we got was a trace -- Horse corrals are getting dustier by the day.  Overall, impacts of current dryness remain little to none here locally.",2018.0,1.0,1.0,Jan,2.0,13.0
Larimer,08069,Fort Collins,8.0,CO,4a9d3b19-e6a1-4788-9c5c-3ab8732fd50f,28554.0,2018-01-20,-1.0,"A little more snow and cold temperatures early this week -- and very little wind all week. Snow predicted for tomorrow.  Overall, we're dry but not too bad",2018.0,1.0,1.0,Jan,3.0,20.0
Larimer,08069,Fort Collins,8.0,CO,4a9d3b19-e6a1-4788-9c5c-3ab8732fd50f,28848.0,2018-01-27,-1.0,"Stable this week with seasonal temperatures after the modest snow with excellent water content last Sunday.  Still have a thin layer (1"") of icy snow with 0.24"" of water content.",2018.0,1.0,1.0,Jan,4.0,27.0
Pueblo,08101,Pueblo West,8.0,CO,7471e7f4-151b-4187-8376-af71c0de3252,28879.0,2018-01-28,-2.0,"No significant moisture so far this calendar year, continue to water trees and plants.  Increased fire danger.",2018.0,1.0,1.0,Jan,4.0,28.0
Boulder,08013,Boulder,8.0,CO,728c5b0c-fa99-4af4-be23-53cf3d1da209,29076.0,2018-01-29,-1.0,"With less precipitation than normal, ground is fairly dry and I have concern for the trees and shrubs and how they are over-wintering.
",2018.0,1.0,1.0,Jan,5.0,29.0
Mesa,08077,DeBeque,8.0,CO,753b859d-257d-48c6-b478-e0557a2c4b8d,28030.0,2018-01-03,-2.0,"I will have hiked four days this week, which is pretty unheard of for January. December was the same. Skiing has been non-existent to terrible, but the dry hiking is good... I'm quite worried about my gardens next summer, though, because their only water is from what we collect off our roof. ",2018.0,1.0,1.0,Jan,1.0,3.0
Pueblo,08101,Rye,8.0,CO,64ea6bd3-90a8-4766-9873-2236e4d58218,28193.0,2018-01-07,-2.0,Below normal precipitation with warmer then usual temperatures.,2018.0,1.0,1.0,Jan,1.0,7.0
Pueblo,08101,Rye,8.0,CO,64ea6bd3-90a8-4766-9873-2236e4d58218,28478.0,2018-01-16,-2.0,Very little precipitation recently.,2018.0,1.0,1.0,Jan,3.0,16.0
Pueblo,08101,Rye,8.0,CO,64ea6bd3-90a8-4766-9873-2236e4d58218,28708.0,2018-01-24,-1.0,Some snow cover has reduced fire danger. Still precipitation is very below normal.,2018.0,1.0,1.0,Jan,4.0,24.0
Douglas,08035,castle rock,8.0,CO,9cf18c5b-5989-484d-b2b1-e19d92a38dd6,28115.0,2018-01-06,-2.0,Early January 2018 has been a continuation of December 2017's lack of rain and snowfall in northern Douglas County. Day temperatures have been above average with only occasional cold days due largely to backdoor cold fronts from the east. No significant snowfall or rain over the last month other than very scattered flurries and frozen fog. The last snowfall of any significance was early October. Air temperature has been warmer than average with many days in the low 50's and sometimes bumping 60 degrees. Ground cover is very dry with lots of brown dead leaves and pine needles. Cottonwood creek is still flowing but portions appear to be flowing within the sandy river bottom sub grade. We're setting ourselves up for a high probability bad fire season this spring and summer with no winter precipitation.,2018.0,1.0,1.0,Jan,1.0,6.0
Jefferson,08059,Conifer,8.0,CO,cde1672d-aca2-4110-bb71-77904aa2a15f,28699.0,2018-01-23,2.0,"Thanks to a 10"" snowfall on January 21, conditions are much closer to normal moisture now.",2018.0,1.0,1.0,Jan,4.0,23.0
Elbert,08039,Parker,8.0,CO,c0fa5f20-c0a2-4477-b8db-e8004ccc2538,28744.0,2018-01-26,-3.0,Nothing for cattle to eat.Fire danger high for months. ,2018.0,1.0,1.0,Jan,4.0,26.0
Gunnison,08051,Crested Butte,8.0,CO,0711cf29-9a79-47b9-bd8e-cf89377b2ec6,28470.0,2018-01-16,-3.0,Only 2 winters in the past 44 have had less snowfall to date than this year.  --Little ground insulation.  Poor snow.  Weak snowpack.  Little snow for summer water.,2018.0,1.0,1.0,Jan,3.0,16.0
Gunnison,08051,Crested Butte,8.0,CO,0711cf29-9a79-47b9-bd8e-cf89377b2ec6,28698.0,2018-01-23,-3.0,2nd driest winter to date in the past 44 years of records,2018.0,1.0,1.0,Jan,4.0,23.0
Gunnison,08051,Crested Butte,8.0,CO,0711cf29-9a79-47b9-bd8e-cf89377b2ec6,28903.0,2018-01-28,-3.0,winter is 43rd of past 44 winters in snow to this date and 42nd of 44 in snow pack on this date,2018.0,1.0,1.0,Jan,4.0,28.0
Douglas,08035,Highlands Ranch,8.0,CO,443f7ab4-a2ba-4b32-9ae1-7f09c72a5531,28098.0,2018-01-06,-2.0,No snow cover. Warm temperatures for January. Winter watering required when temperatures are above 40. ,2018.0,1.0,1.0,Jan,1.0,6.0
Douglas,08035,Highlands Ranch,8.0,CO,443f7ab4-a2ba-4b32-9ae1-7f09c72a5531,28313.0,2018-01-13,-2.0,No snow cover and mild temperatures. Hand watering perennials. ,2018.0,1.0,1.0,Jan,2.0,13.0
Douglas,08035,Highlands Ranch,8.0,CO,443f7ab4-a2ba-4b32-9ae1-7f09c72a5531,28524.0,2018-01-20,-2.0,Exposed soil on hillside is cracked. Hand watering with shower water when possible.  ,2018.0,1.0,1.0,Jan,3.0,20.0
Douglas,08035,Highlands Ranch,8.0,CO,443f7ab4-a2ba-4b32-9ae1-7f09c72a5531,28793.0,2018-01-27,-2.0,Snow last Sunday helped. Winter watering of exposed areas still necessary.,2018.0,1.0,1.0,Jan,4.0,27.0
Grand,08049,Parshall,8.0,CO,c83fc76c-86d4-40a2-89d8-45a4c95232c0,27992.0,2018-01-01,-2.0,"I calculated average precipitation for the past nine years at this station and according to my figures average precipitation for December has been 0.93"". Average snowfall has been 12.6"".  This past December (2016) we had 0.63"" precipitation and 8.9"" snowfall at this station.  As of December 31 (2016) we had only 0.5"" of snow on the ground.  According to my records, this is the 3rd driest December of the past nine years.  2009 and 2011 were drier.",2018.0,1.0,1.0,Jan,1.0,1.0
Grand,08049,Parshall,8.0,CO,c83fc76c-86d4-40a2-89d8-45a4c95232c0,28201.0,2018-01-07,-2.0,"I have been starting to see large cracks develop in the soil this past week.  A wet snow last night helped the situation somewhat with 0.10"" of precipitation in one inch of snow at this station.",2018.0,1.0,1.0,Jan,1.0,7.0
Grand,08049,Parshall,8.0,CO,c83fc76c-86d4-40a2-89d8-45a4c95232c0,28450.0,2018-01-15,-2.0,"We had 0.23"" of precipitation during the past week at this station in the form of rain and snow.  That helps a lot but there is a down side which is that we only have 1.0"" of snow on the ground today.  The average depth of snow on the ground, according to my records for the past 8 years on January 15, is 9.3"", so we are definitely well below average.",2018.0,1.0,1.0,Jan,3.0,15.0
Grand,08049,Parshall,8.0,CO,c83fc76c-86d4-40a2-89d8-45a4c95232c0,28540.0,2018-01-20,-2.0,As of this report we have only a trace of total snow on the ground.,2018.0,1.0,1.0,Jan,3.0,20.0
Grand,08049,Parshall,8.0,CO,c83fc76c-86d4-40a2-89d8-45a4c95232c0,28967.0,2018-01-28,-2.0,"Snow fell five days this past week at this station.  Total snowfall was 7.5"" and total precipitation for the week was 0.42"".  Our total snow on the ground as of today is 4.0"".  It was a good week for precipitation but the total snow for this time of year is still below normal.  We would need several good weeks like this past one to get to normal snow amounts.",2018.0,1.0,1.0,Jan,4.0,28.0
Weld,08123,Greeley,8.0,CO,743652db-2d6f-4d32-a90f-2b81176203ae,28167.0,2018-01-07,-3.0,snow gone except in shaded areas,2018.0,1.0,1.0,Jan,1.0,7.0
Weld,08123,Greeley,8.0,CO,743652db-2d6f-4d32-a90f-2b81176203ae,28361.0,2018-01-14,-3.0,very little moisture and no snow cover.,2018.0,1.0,1.0,Jan,2.0,14.0
Weld,08123,Greeley,8.0,CO,743652db-2d6f-4d32-a90f-2b81176203ae,28580.0,2018-01-21,-2.0,Snowing currently with mice moisture content. Hope it continues to give us some moisture.,2018.0,1.0,1.0,Jan,3.0,21.0
Weld,08123,Greeley,8.0,CO,743652db-2d6f-4d32-a90f-2b81176203ae,28892.0,2018-01-28,1.0,snow covered lawn and garden. ,2018.0,1.0,1.0,Jan,4.0,28.0
Mesa,08077,Grand Junction,8.0,CO,ed5346f0-6cad-48ac-bcd9-fae6155cdf58,28055.0,2018-01-05,-2.0,dry - dry - dry,2018.0,1.0,1.0,Jan,1.0,5.0
Mesa,08077,Grand Junction,8.0,CO,ed5346f0-6cad-48ac-bcd9-fae6155cdf58,28541.0,2018-01-20,-2.0,"havn't seen moisture in a long time, and way too many people around now",2018.0,1.0,1.0,Jan,3.0,20.0
Mesa,08077,Grand Junction,8.0,CO,ed5346f0-6cad-48ac-bcd9-fae6155cdf58,28746.0,2018-01-26,-2.0,some light moisture (snow) but not much,2018.0,1.0,1.0,Jan,4.0,26.0
La Plata,08067,Hesperus,8.0,CO,f3ee371f-67fe-4a4e-bfb9-4ef0edf33e6d,28248.0,2018-01-08,-3.0,Ground is just dust which is very unusual for this time of year.  Hoping for a little moisture this week.,2018.0,1.0,1.0,Jan,2.0,8.0
La Plata,08067,Hesperus,8.0,CO,f3ee371f-67fe-4a4e-bfb9-4ef0edf33e6d,28461.0,2018-01-15,-2.0,Received .5 in rain this last wee so was able to bring back to moderately dry.  South side of La Plata mountains showing very little snow.,2018.0,1.0,1.0,Jan,3.0,15.0
La Plata,08067,Hesperus,8.0,CO,f3ee371f-67fe-4a4e-bfb9-4ef0edf33e6d,28675.0,2018-01-22,-2.0,A little snow but not enough to change condition.,2018.0,1.0,1.0,Jan,4.0,22.0
Rio Grande,08105,Monte Vista,8.0,CO,62a50a13-b486-425d-bb45-f686fddcdd70,28028.0,2018-01-03,-3.0,"Dust is extremely bad. It hangs in the air for long minutes. One cannot walk on soil without  stirring up enough dust to affect breathing.
I am now only 45% of average for the water year (95 days)",2018.0,1.0,1.0,Jan,1.0,3.0
Rio Grande,08105,Monte Vista,8.0,CO,62a50a13-b486-425d-bb45-f686fddcdd70,28705.0,2018-01-24,-3.0,"In the last 15 weeks I've measured 0.2"" precipitation. That's 0.0019"" per day. Average for this desert climate is 0.0228"".  I've received only 8.4% of average in that time. This water year I've measured 0.98"" precipitation. That's .00852 per day. We've received only 37.4% of average for the water year.",2018.0,1.0,1.0,Jan,4.0,24.0
Rio Grande,08105,Monte Vista,8.0,CO,62a50a13-b486-425d-bb45-f686fddcdd70,29088.0,2018-01-30,-3.0,"In the last 16 weeks I've measured 0.2"" precipitation. That's 0.00179"" per day. Average for this desert climate is 0.0228"".  I've received only 7.8% of average in that time. This water year I've measured 0.98"" precipitation. That's .00803 per day. We've received only 35.2% of average for the water year.
Livestock are suffering dust pneumonia and dust related eye problems",2018.0,1.0,1.0,Jan,5.0,30.0
La Plata,08067,Hesperus,8.0,CO,0fc0c851-a2fb-49bd-811b-7ff1836bab29,28229.0,2018-01-08,-3.0,"The .05"" of rain the other day was the most precipitation sense 10/31/17 which puts this station at .39"" sense Oct. 1.",2018.0,1.0,1.0,Jan,2.0,8.0
La Plata,08067,Hesperus,8.0,CO,0fc0c851-a2fb-49bd-811b-7ff1836bab29,28438.0,2018-01-15,-3.0,"Only .40"" so far this month!",2018.0,1.0,1.0,Jan,3.0,15.0
Mesa,08077,Grand Junction,8.0,CO,ac6b1079-d17a-42b6-8ce7-2722e0d480f7,28816.0,2018-01-27,-2.0,It is the middle of winter and I am having to periodically water perennial plants and bushes on my property.  The soil is very dry.  Precipitation during the past few months has been way below normal.,2018.0,1.0,1.0,Jan,4.0,27.0
El Paso,08041,Black Forest,8.0,CO,460332b2-7f7b-4a23-a573-01d17c83c561,28225.0,2018-01-08,-2.0,"The current extended dry spell (drought) is impacting the wildlife, trees and even insects in the Black Forest area.  Since 10/1/17 we've had less than one inch of total precipitation and only 6 hundredths since December first.  The ground is bone dry and dusty, and the roads are worse.  The bit of snow we had in December has long since vanished.  The dust just hangs in the air for long periods and we even noticed dust flying up when our dog runs across the property.  The birdbaths have to be filled every day with deer, squirrels and birds all competing for a drink.   We've even noticed ants showing up in parts of our house that seem to be searching for water rather than food, something we've not seen before at this location. The headwaters of Cottonwood Creek crosses our property and is still flowing although at a very slow rate. We're very  concerned about the lack of moisture affecting the recharging of the local aquifers which are under stress from continuing heavy development in this area. And the long term forecast is not promising either, with dry conditions persisting for the foreseeable future.  The average daytime temperatures have also been above normal which is also contributing to the dry conditions. ",2018.0,1.0,1.0,Jan,2.0,8.0
Alamosa,08003,Mosca,8.0,CO,e0c20bf2-22d9-4b44-9294-6c1b2c7f4a49,29100.0,2018-01-31,-3.0,"It has been critically dry at this station since the the first of October. The last significant precip was received in the last week of Sept. Since then this station has received 0.50 inches precip (Oct 1 - Jan 31), 0.22 in Oct, 0.08 in Nov, 0.01 in Dec, and 0.19 in Jan.

The fire danger is very high with the red flag days becoming very common. The pinyons and junipers are displaying signs of water stress.

The surface water irrigators in the Blanca/Ft Garland are would be looking at reducing acreage (assuming that spring snows reflect the winter so far) except for the saving grace of an unusually high carry-over storage from Trinchera Creek (Mtn Home Reservoir) this winter; the carry over storage is at the normal spring peak level -- something that has not occurred within anyone's lifetime. That means that surface irrigators are (so far) planning on planting a normal year's acreage. 

(Most year's carry-over is in the 2500 to 3000 AF range before spring runoff. As of today Mtn Home is at 8560 AF.) Had the carry-over in the reservoir been at normal levels, the members of the irrigation company would be looking at planning for acreage reduction.",2018.0,1.0,1.0,Jan,5.0,31.0
Larimer,08069,Fort Collins,8.0,CO,c512a3a7-6713-4785-81b2-daca59977b8d,28163.0,2018-01-07,-2.0,"Happy New Year! We need snow!  Been dry and warm, little snow here and there.  Starting to be concerning.",2018.0,1.0,1.0,Jan,1.0,7.0
Larimer,08069,Fort Collins,8.0,CO,c512a3a7-6713-4785-81b2-daca59977b8d,28431.0,2018-01-15,-2.0,"Dry conditions continue, need moisture now. Fortunately water storage is in good condition for this time of year.",2018.0,1.0,1.0,Jan,3.0,15.0
Larimer,08069,Fort Collins,8.0,CO,c512a3a7-6713-4785-81b2-daca59977b8d,28525.0,2018-01-20,-2.0,"Continued dryness, some promise of a storm tomorrow",2018.0,1.0,1.0,Jan,3.0,20.0
Larimer,08069,Fort Collins,8.0,CO,c512a3a7-6713-4785-81b2-daca59977b8d,29017.0,2018-01-29,-2.0,"3-4"" of snow in the past week was helpful, still quite behind in the moisture bucket.  Long Pond with growing hole in the ice cap, never really completely froze over.",2018.0,1.0,1.0,Jan,5.0,29.0
Mesa,08077,Mack,8.0,CO,cf41056f-a8f2-43f5-85e9-023d9b6dc744,28059.0,2018-01-05,-2.0,Antelope actually came into the irrigated grass fields on our place this is the first time I have seen them do this and they watered from the neighbors pond ,2018.0,1.0,1.0,Jan,1.0,5.0
Montrose,08085,Montrose,8.0,CO,71afbbae-8067-4491-a6cb-92804f407220,28772.0,2018-01-27,-3.0,"Still winter, no noticeable affect yet.",2018.0,1.0,1.0,Jan,4.0,27.0
Elbert,08039,Elbert,8.0,CO,ab40f47f-adb9-41dc-8052-14e3289a61bd,28171.0,2018-01-07,-2.0,"No real change from previous reports, still no significant precipitation.",2018.0,1.0,1.0,Jan,1.0,7.0
Elbert,08039,Elbert,8.0,CO,ab40f47f-adb9-41dc-8052-14e3289a61bd,28389.0,2018-01-14,-2.0,"Although we have had some light snows, there has been no real improvement in the dry conditions.",2018.0,1.0,1.0,Jan,2.0,14.0
Elbert,08039,Elbert,8.0,CO,ab40f47f-adb9-41dc-8052-14e3289a61bd,28927.0,2018-01-28,-2.0,"Although the ground is about 50% covered with 1 to 2 inches of snow from the last storm, there has been little change in the drought conditions overall.",2018.0,1.0,1.0,Jan,4.0,28.0
Weld,08123,Kersey,8.0,CO,7bfade50-5dce-4274-8680-032e402fcc82,28111.0,2018-01-06,-1.0,Only 0.2 of an inch of precipitation in the last 60 days. ,2018.0,1.0,1.0,Jan,1.0,6.0
Weld,08123,Kersey,8.0,CO,7bfade50-5dce-4274-8680-032e402fcc82,28330.0,2018-01-13,-1.0,Only 0.21 of an inch of precipitation in the last 67 days. ,2018.0,1.0,1.0,Jan,2.0,13.0
Weld,08123,Kersey,8.0,CO,7bfade50-5dce-4274-8680-032e402fcc82,28547.0,2018-01-20,-1.0,We are hopeful this weekend's storm will bring much needed moisture. ,2018.0,1.0,1.0,Jan,3.0,20.0
Weld,08123,Kersey,8.0,CO,7bfade50-5dce-4274-8680-032e402fcc82,28826.0,2018-01-27,-1.0,Even after last weekend's snow we are still on the dry side. ,2018.0,1.0,1.0,Jan,4.0,27.0
Eagle,08037,Vail,8.0,CO,64596176-5f0a-45a1-af19-1fb7049e3803,28279.0,2018-01-12,-3.0,"According to 9 News this week our current snow pack is second lowest since 1981.  Despite snow this week, measured in inches not feet, we are still well below seasonal averages making it difficult for our snow pack to reach seasonal averages.  Saturday we walked in Big Park above Cordillera and there was dust in places!!!  The wildlife however, may have a winter in which they can recover and not be stressed by cold and deep snow.  The elk have not come down to their normal wintering grounds this winter.  At this time I do not believe the back bowls at the Vail Ski area are open.  ",2018.0,1.0,1.0,Jan,2.0,12.0
Eagle,08037,Vail,8.0,CO,64596176-5f0a-45a1-af19-1fb7049e3803,28656.0,2018-01-22,-2.0,Despite snow this weekend our conditions are still very dry.  The south facing slopes in the valley have little or no snow.  The skiing is improving but the runs are still sparsely covered.  The high mountain peaks appear very rocky and not well covered.  It is very dry appearing west of Dowds Junction.,2018.0,1.0,1.0,Jan,4.0,22.0
Eagle,08037,Vail,8.0,CO,64596176-5f0a-45a1-af19-1fb7049e3803,29085.0,2018-01-30,-2.0,Despite some snow at the end of last week we have had very little moisture. A snow fall of a few inches which should be many times that amount doesn't give us the moisture we need.  Down valley the dry conditions show with brown hillsides!  ,2018.0,1.0,1.0,Jan,5.0,30.0
Larimer,08069,Fort Collins,8.0,CO,0c9ce279-0e49-44c1-9abb-9ca168f226c5,28739.0,2018-01-26,-2.0,Our precipitation for Dec. & Jan. has been less than average. 2 weeks ago we gave our younger trees water with a soaker hose.,2018.0,1.0,1.0,Jan,4.0,26.0
Weld,08123,NewRaymer,8.0,CO,c8796818-0007-4140-a442-ee9337df151b,29041.0,2018-01-29,-3.0,"Ground conditions are hard,beginning to show cracks.  Slight wind soil moves. Last snow drifted around buildings but did not cover grasss.  ",2018.0,1.0,1.0,Jan,5.0,29.0
El Paso,08041,Peyton,8.0,CO,0c0c892e-5be0-40e8-a292-f44a8d126267,28032.0,2018-01-03,-2.0,"Still drier than I care for . Our cut field is still crunchy . I used a 5 lb. mattock to dig a hole in the middle of a large open area , and dug down a foot , not to hard to dig , and found some moisture, not real dark . When I squeezed some in my hand then released it the soil stayed mostly clumped together with some breakage and sifting through the fingers . That is okay near surface but not as much a foot down. I dug in a shaded area between rows of Colorado junipers and ponderosas , there is 25' separation between the two types . I could only dig down about 4"" to 5"" . The grounds soil became more like a brick with only slight darkness of the soil and trace of moisture . There must been enough moisture to freeze the soil that far down , better then in the open area . The deciduous trees and shrubs 2018's buds are still ok but the smaller trees/shrubs buds looked a little contracted . Except for the lilacs , they all looked good , even the new one my ladies daughter gave us and we planted this fall . The conifers look ok still , considering the recent cold weather , including 2018's new growth buds . Next day in the 50's I'll start watering the trees closest to the house and other structures . The birds on the property are eating less but having to refill bird baths twice daily and the sun helps with that. ",2018.0,1.0,1.0,Jan,1.0,3.0
El Paso,08041,Peyton,8.0,CO,0c0c892e-5be0-40e8-a292-f44a8d126267,28276.0,2018-01-11,-2.0,"Nice to finally receive some moisture .10"" last night . It has been since last Oct. since we have had this much ,.11 about the middle of the month . The last moist period was end of last Sept. and besides Oct.'s .11"" we have only had mostly a few .01"" since then so this helps a little. I will still be watering trees closest to the house on warmer days . Cars and such are still kicking up lots of dust driving down the road during last week . The pine trees colors are still alright but on the south side of the more exposed ones the needles are turning that dull yellowish green . The larger hawks seem to have disappeared for now but still seen plenty of smaller falcons as one just made a sweep at one of our cats sitting next to my wife outside . Still have a few blue jays hanging around and a red shafted flicker besides the normal sparrows, finch, quail, and pigeons plus a few western red wing blackbirds. On warmer days I'm refilling the bird baths 3 x's a day.  This is the first time I have seen deer at night around here , several times at bird feeders and baths , this time of year , in four years . They have only been here day and night in the spring time to eat mostly the lilac blossoms , we have a lot. The lilacs new growth buds still look plump/healthy and the crab trees but the ash and elm buds look smaller and a little drier . The rain, we had a pretty heavy burst last night, and snow when melted and it warmed above freezing did moisten up the very top layer of the soil some . Hopefully some time this spring we finally get a wet period and or La Nina loosens here grip. I did still see some running water from some springs at a park in Falcon this last week and there still is some frozen small ponds and just natural wet areas in the fields around the Falcon are that are still frozen . Since Dec. 24th it has been 1 degree, 4 degrees, 16 degrees last night and 63 degrees and only 37 degrees for a low one night. We went through more wood with our stove during roughly the Xmas to New Year time period than this last week , but what helps us if there is enough sun we have 3 just about floor to ceiling bay type windows in our front of the house that face WSW. and it will get to or maintain 80 degrees in the house even if it is about 24 degrees or warmer outside , if it's not to windy . ",2018.0,1.0,1.0,Jan,2.0,11.0
El Paso,08041,Peyton,8.0,CO,0c0c892e-5be0-40e8-a292-f44a8d126267,28626.0,2018-01-21,-2.0,"It was nice getting some moisture last week plus more today and hopefully more than last. Last rain/snow kept the surface of the soil moist for a couple 2 to 3 days . Then it dried right back out. I watered for , during the warmth , the last 2 days the ponderosa pines around the house , and no problems with the wind, just in time for this moisture to help be more effective. Walking through the watered field grass area to the non watered went from a noticeable crunchy to a soft mush sound , it was very noticeable even though it all looks dead and dormant , so it still helps. All wet areas and ponds I see around the area are all still frozen so can not really tell what the moisture content is . I know not to walk on any because water level can drop and you can not easily tell and you could easily fall through. I have fewer birds now , less blue jays dove , quail and blackbirds but always the diehards stick around . Last month for about a month I saw downy woodpeckers and after that a larger black and white woodpecker no red on the head, for about a week or 2 but all gone now . No new fires in the area . The dust from vehicles on the road has gotten better . As of late we have been going trough more firewood and propane . The trees appearance , color and new bud set , look unchanged . The Mrs. pounded in two metal tree stakes , in a well shaded area , and said it was not any harder than last Oct. Our well water is fine still , filter is staying cleaner.  Think Snow ! ",2018.0,1.0,1.0,Jan,3.0,21.0
El Paso,08041,Peyton,8.0,CO,0c0c892e-5be0-40e8-a292-f44a8d126267,28933.0,2018-01-28,-2.0,"The moisture we got last week was helpful but still need more and will hope that this Thursday's storm goes a little farther south than expected and provides us with more moisture . We still have areas of snow around some good sized from drifting , we had some 16"" to 15"" drifts plus large 30' by 30' areas of 4"" to 8"" of snow all in and around/close to the trees we have . It is mostly open prairie around here and about half the property of 5 acres is full of trees so half was almost swept clean while the treed area gets decent snow/moisture for them . The open areas are still crunchy dry and with the winds and dry plains I have trimmed up the trees from the ground level and thinned them out and removed the dead branches , plus I will continue to finish watering around the house , almost done . The one larger black and white woodpecker I thought was gone I just saw 2 days ago but the other bird population has remained the same . We have in the 3 yrs. we have lived here we have gone through more propane in 2 months than we do in 4 months plus have gone through more firewood for the stove , even though we have had less snow it still has been colder than warmer , at least we get nice warm breaks that help . The ground is colder , snow hanging around , bird baths staying more frozen and ground by outside spigot has maintained ice . Out in the fields their is not enough moisture in the soil to freeze except maybe were the grasses and native plants have not been cut the snow can settle in more but still not enough . We found three half eaten rabbits on the property so the predators are doing their job , we were overrun with them when we moved in , have been hearing owls at night when taking the dogs out at night . The tall field grasses protect wildlife but also do the trees and junipers/cedars so cutting the grasses around the house and the field I do not feel so bad . The house is surrounded on 3 sides by 3 to 4 rows of evergreens and on the east side some deciduous trees . The cracks in the ground , east side of house , are all but gone except for a couple faint traces . Again more snow is able to settle around the house but do not see the dry cracks in the field either . The trees , evergreens and shrubs appear the same as before , ok . The ones I have been able to water around the house , the south to SW. ones , actually look better , just need to finish the trees on the west side . The dust from vehicles on the road is still some what minimal.     ",2018.0,1.0,1.0,Jan,4.0,28.0
Saguache,08109,Villa Grove,8.0,CO,ef47879d-a35a-41b4-af24-a7dec7c523c0,29053.0,2018-01-29,-3.0,"This year is terribly dry. The last three previous years we had at least 1 1/2 foot of snow on the ground. This year barely an inch on the ground. Terrible skiing this year, and the fire danger this coming summer could be severe. ",2018.0,1.0,1.0,Jan,5.0,29.0
Huerfano,08055,Walsenburg,8.0,CO,535d06dd-bc1a-4d35-a546-7314fbf3faed,28006.0,2018-01-01,-2.0,still quite dry,2018.0,1.0,1.0,Jan,1.0,1.0
Huerfano,08055,Walsenburg,8.0,CO,535d06dd-bc1a-4d35-a546-7314fbf3faed,28228.0,2018-01-08,-2.0,Still no moisture but maybe a little this Wednesday.  Having to water outdoor garden plants,2018.0,1.0,1.0,Jan,2.0,8.0
