County,county_fips,City,StateCode,State,StationID,ConditionMonitoringReportID,ReportDate,ScaleBar,Description,year,quarter,month,month_name,week,day
Weld,08123,Kersey,8.0,CO,7bfade50-5dce-4274-8680-032e402fcc82,43781.0,2019-01-20,-1.0,Back to the dust!,2019.0,1.0,1.0,Jan,3.0,20.0
Weld,08123,Kersey,8.0,CO,7bfade50-5dce-4274-8680-032e402fcc82,44007.0,2019-01-27,0.0,"Though still dry, this week's snow cover very beneficial for hay and pasture.",2019.0,1.0,1.0,Jan,4.0,27.0
Arapahoe,08005,Watkins,8.0,CO,988b27da-92ec-4504-bc28-bd1b388a33e2,43830.0,2019-01-21,-3.0,"Drought conditions persist! Western Arapahoe county is almost two inches below average for our water year.  Most cattle ranches are moving cattle to areas that received summer precipitation or are selling off their herds. Wheat stands are in very poor condition, after receiving very little precipitation this fall.  ",2019.0,1.0,1.0,Jan,4.0,21.0
Saguache,08109,Villa Grove,8.0,CO,ef47879d-a35a-41b4-af24-a7dec7c523c0,43195.0,2019-01-01,-2.0,"We bought this home about 5 years ago, and there was two to three feet of snow at this time of year. This year we only have 10 inches total, which is way better than the 2.5 inches we had at this time of year last year. ",2019.0,1.0,1.0,Jan,1.0,1.0
Huerfano,08055,Walsenburg,8.0,CO,535d06dd-bc1a-4d35-a546-7314fbf3faed,44089.0,2019-01-30,-2.0,Some improvement has happened due to pulses of snow but not enough to kick us out of this category,2019.0,1.0,1.0,Jan,5.0,30.0
Gunnison,08051,Pitkin,8.0,CO,401e0943-eceb-420d-bfff-09e96efc042b,43419.0,2019-01-07,-3.0,"To date, snowfall for this station is 74% of average and snow depth is 67% of average.  We'll need some significant storms to get back to normal.",2019.0,1.0,1.0,Jan,2.0,7.0
Gunnison,08051,Pitkin,8.0,CO,401e0943-eceb-420d-bfff-09e96efc042b,43637.0,2019-01-14,-3.0,Snowfall and snow depth are both 71% for the season. This site seems to be getting screwed with snowfall since most areas around here are 85-105%. Hopefully conditions improve soon.,2019.0,1.0,1.0,Jan,3.0,14.0
Gunnison,08051,Pitkin,8.0,CO,401e0943-eceb-420d-bfff-09e96efc042b,43825.0,2019-01-21,-1.0,"The last two storms dropped 1.09"" of water equivalent, which helps our drought situation. At this site, snowpack and snowfall for the season are at 88% and 85% of average, respectively.",2019.0,1.0,1.0,Jan,4.0,21.0
Gunnison,08051,Pitkin,8.0,CO,401e0943-eceb-420d-bfff-09e96efc042b,44061.0,2019-01-28,-2.0,"Snowfall for the season is 88% of average, snow depth is 91% of average.",2019.0,1.0,1.0,Jan,5.0,28.0
Larimer,08069,Fort Collins,8.0,CO,0c7ec328-9ab1-49bf-8d59-0cf289d22f32,43458.0,2019-01-07,-2.0,"We received 0.04"" of precipitation in the form of 0.4"" of snow over the past week.  Much below average temperatures and light winds to start the week, then above average temperatures and stronger winds late week.  Virtually no snow cover.  Ground conditions remain dry.  Only 0.64"" of precipitation between 1 Nov 2018 and 7 Jan 2019, which is unusually low.",2019.0,1.0,1.0,Jan,2.0,7.0
Larimer,08069,Fort Collins,8.0,CO,0c7ec328-9ab1-49bf-8d59-0cf289d22f32,43630.0,2019-01-14,-1.0,"Finally some welcomed moisture.  We received 0.39"" of precipitation (all rain, just a trace of snow) from a storm on 11-12 Jan.  This precipitation, combined with near-average temperatures and light winds, have improved ground conditions to mildly dry.",2019.0,1.0,1.0,Jan,3.0,14.0
Larimer,08069,Fort Collins,8.0,CO,0c7ec328-9ab1-49bf-8d59-0cf289d22f32,43845.0,2019-01-21,-1.0,"We received 0.05"" of precipitation (one round of a rain-snow mix) over the past week.  Temperatures were a few degrees above average, but winds were light resulting in mildly dry ground conditions.  Month-to-date precipitation now at 0.48"", which already eclipses the total monthly average (0.40"").",2019.0,1.0,1.0,Jan,4.0,21.0
Larimer,08069,Fort Collins,8.0,CO,0c7ec328-9ab1-49bf-8d59-0cf289d22f32,44298.0,2019-01-28,-1.0,"Another 0.31"" of precipitation in the form of 3.8"" of snow this week.  It's been windy this week, but temperatures have been near to slightly below average and the 6 days of snow cover have helped limit surface evaporation.  Month-to-date precipitation is now 0.79"" (210% of normal) with a snowfall totaling 4.2"", making a dent in the seasonal drought conditions.",2019.0,1.0,1.0,Jan,5.0,28.0
La Plata,08067,Bayfield,8.0,CO,f31cfb52-c5d6-4c76-abb2-c7b218ecde77,44030.0,2019-01-27,0.0,We have had some really good snow storms and the colder temperatures are keeping it on the ground. The outlying areas where more agriculture takes place seem to have less so there may not be as much ground moisture accumulating. Run-off in the spring should allow for plenty of irrigation water for gardening and farming. We welcome more snow!,2019.0,1.0,1.0,Jan,4.0,27.0
La Plata,08067,Bayfield,8.0,CO,c51996a3-f36f-483b-bed4-3eb5ebb5161c,43211.0,2019-01-02,-2.0,"1.54"" of moisture and 30.5"" of snow was a huge help over the last 5 days.",2019.0,1.0,1.0,Jan,1.0,2.0
La Plata,08067,Bayfield,8.0,CO,c51996a3-f36f-483b-bed4-3eb5ebb5161c,43438.0,2019-01-08,-2.0,"16.1"" of snow and 1.11"" of moisture since New Years.  We need this to continue.",2019.0,1.0,1.0,Jan,2.0,8.0
La Plata,08067,Bayfield,8.0,CO,c51996a3-f36f-483b-bed4-3eb5ebb5161c,43847.0,2019-01-22,-2.0,Storm after storm is helping.,2019.0,1.0,1.0,Jan,4.0,22.0
La Plata,08067,Bayfield,8.0,CO,c51996a3-f36f-483b-bed4-3eb5ebb5161c,44067.0,2019-01-28,-2.0,No snow this week.  ,2019.0,1.0,1.0,Jan,5.0,28.0
Douglas,08035,Parker,8.0,CO,99568bc5-d268-486c-91a1-25ef195e2aa4,43700.0,2019-01-19,0.0,"This area of Ponderosa pine forest is near normal for moisture with snow remaining on the ground since January 1.  Precipitation for the past 8 days measures 1.25"" with 6.0""Total Snow remaining at report time.  Deer, rabbits, wild turkeys find bare vegetation on South facing lawns and slopes.  The past 3 months show normal recordings of precipitation for this time of year after a dry Fall.",2019.0,1.0,1.0,Jan,3.0,19.0
Douglas,08035,Parker,8.0,CO,99568bc5-d268-486c-91a1-25ef195e2aa4,43914.0,2019-01-26,0.0,"With 2 snowstorms in the past 7 days, the driving in to town has been difficult at times.  Total snow measured in 7 days is 11"" with 9"" snowpack remaining in the open areas in our ponderosa pine forest area.  Snowpack began on Jan 11 so this bodes well for water supply later this year. Deer, rabbits, wild turkeys forage on exposed hillsides and lawns and find plenty of water in neighbor's ponds that are kept running and open. ",2019.0,1.0,1.0,Jan,4.0,26.0
Larimer,08069,Fort Collins,8.0,CO,4a9d3b19-e6a1-4788-9c5c-3ab8732fd50f,44307.0,2019-02-03,-2.0,"Totally missed last week's storm that got Denver -- not a flake here but plenty of wind.  Grassy vegetation very crisp and dry now,especially after 3 days with temps near 60F this week.",2019.0,1.0,2.0,Feb,5.0,3.0
Larimer,08069,Fort Collins,8.0,CO,4a9d3b19-e6a1-4788-9c5c-3ab8732fd50f,44500.0,2019-02-10,-2.0,"





Water supplies and mountain snowpack continue in good shape but we're still dry here from below average precip since last summer. A little snow on Weds and subsequent cold weather means we're not getting worse here.",2019.0,1.0,2.0,Feb,6.0,10.0
Larimer,08069,Fort Collins,8.0,CO,4a9d3b19-e6a1-4788-9c5c-3ab8732fd50f,44776.0,2019-02-17,-2.0,"Not many impacts, and water supplies good with building snowpack in our high mountains-- but local precip very limited.  We had some local blowing dust when wind gusts exceeded 30 mph this past week. No fire issues yet with cold weather, but that could change quickly if March brings no wet snows",2019.0,1.0,2.0,Feb,7.0,17.0
Douglas,08035,Highlands Ranch,8.0,CO,443f7ab4-a2ba-4b32-9ae1-7f09c72a5531,44150.0,2019-02-02,-1.0,Snow cover retains moisture.  Exposed areas dry.,2019.0,1.0,2.0,Feb,5.0,2.0
Douglas,08035,Highlands Ranch,8.0,CO,443f7ab4-a2ba-4b32-9ae1-7f09c72a5531,44602.0,2019-02-16,-1.0,"Snow is still covering shady places, exposed ground is dry.  A few bulbs just poling through.",2019.0,1.0,2.0,Feb,7.0,16.0
Larimer,08069,Fort Collins,8.0,CO,d43537ea-fe33-4deb-b6a5-9aedbb2d306d,44113.0,2019-02-01,-2.0,"January ends with 1.05"" of snow and 0.41"" of precipitation. It is very dry. Also it has been cold in the mornings, sometimes in the single digits. The lack of precipitation, cold air, and winds combine to stress the vegetation. The birds continue to flock to my heated bird bath. When I can I water trees and raised beds that are planted with garlic. Exposed soil is cracked.",2019.0,1.0,2.0,Feb,5.0,1.0
Grand,08049,Parshall,8.0,CO,c83fc76c-86d4-40a2-89d8-45a4c95232c0,44153.0,2019-02-02,0.0,"January precipitation totals were near normal., so will go with near normal on the scale bar.  As far as this winter season is concerned however, I think we are still dry.  As I look at the snow I have piled up from the few times I've plowed this winter I'd estimate that I have about 60% as much depth in snow piles as I've had on average winters.  That's not a very scientific measurement to be sure but I think it is an indication that we are still below normal precipitation in the long term at this station.",2019.0,1.0,2.0,Feb,5.0,2.0
Grand,08049,Parshall,8.0,CO,c83fc76c-86d4-40a2-89d8-45a4c95232c0,44402.0,2019-02-09,0.0,"I will keep us at the near normal category for the short term.  We had about 3.0"" of snow in the past week with a lot of wind which made for solid drifts of hard packed, dense snow in protected areas.  We also have bare ridge tops as a result of the wind.  I still feel that at this elevation, in this area, we are below average snowpack in the long term. According to the local newspaper, the soil conservation district end of January snow measurement was above 100% of the 30 year average, so snow up high where they take those measurements is very good at present.  Here in the Colorado River Valley however, I think we are still on the low side of normal for this winter season, but we are in far better shape than we were on this date a year ago.  Total snow on the ground at this station on 2/9/18 was 0.5"".  Today, 2/9/19, I am reporting 8.0"" total snow on the ground.",2019.0,1.0,2.0,Feb,6.0,9.0
Grand,08049,Parshall,8.0,CO,c83fc76c-86d4-40a2-89d8-45a4c95232c0,44609.0,2019-02-16,0.0,"We had 3.2"" of snow this past week which is not all that impressive, but it was wet snow for this time of year with a water equivalent of 0.32"".  I will keep us at near normal again this week.",2019.0,1.0,2.0,Feb,7.0,16.0
Grand,08049,Parshall,8.0,CO,c83fc76c-86d4-40a2-89d8-45a4c95232c0,44836.0,2019-02-23,0.0,"We have had 0.07"" of precipitation at this station this week.  One of the winter indicators that seems fairly reliable in this area regarding snowpack depth is watching the mule deer and elk patterns.  We are in a natural winter feeding ground area.  On an average or above average snowfall year the animals will all be at a lower elevation than our property by this time of year.  On a dry year like last year they will remain at higher elevations than our property.  This year the majority of the animals have moved down below us, however, most days we will see anywhere from 8 to 30 deer on our property, which is a pretty good indicator that we are probably on the low side of average snowpack depth for late February, but are not all that low.",2019.0,1.0,2.0,Feb,8.0,23.0
Weld,08123,Greeley,8.0,CO,743652db-2d6f-4d32-a90f-2b81176203ae,44214.0,2019-02-03,-2.0,All traces of snow are gone. Some ice north of the privacy fence.,2019.0,1.0,2.0,Feb,5.0,3.0
Weld,08123,Greeley,8.0,CO,743652db-2d6f-4d32-a90f-2b81176203ae,44442.0,2019-02-10,-1.0,Has been cold enough for the snow to stay on the ground.,2019.0,1.0,2.0,Feb,6.0,10.0
Weld,08123,Greeley,8.0,CO,743652db-2d6f-4d32-a90f-2b81176203ae,44634.0,2019-02-17,-1.0,Finally some moisture but little snow remaining on the ground.,2019.0,1.0,2.0,Feb,7.0,17.0
Weld,08123,Greeley,8.0,CO,743652db-2d6f-4d32-a90f-2b81176203ae,44869.0,2019-02-24,0.0,some moisture and cool temps have helped a bit with dry conditions.,2019.0,1.0,2.0,Feb,8.0,24.0
Crowley,08025,Ordway,8.0,CO,d1318b12-3d48-440d-8a25-d82fe3318493,44302.0,2019-02-04,-2.0,"Wind.  Every day is wind. Yard full of weeds, but isn't safe to burn and pointless to pitch over the fence. Air is full of dust off feedlots and dirt roads. Big birds: hawk, owl, pair of ravens and crows hanging close to buildings and corrals.",2019.0,1.0,2.0,Feb,6.0,4.0
Crowley,08025,Ordway,8.0,CO,d1318b12-3d48-440d-8a25-d82fe3318493,44526.0,2019-02-11,-2.0,Continued winds. Coyotes reported killing calves and injuring others. Neighbor digging post holes didn't find moisture till around 3'. Wednesday's snow produced no moisture. ,2019.0,1.0,2.0,Feb,7.0,11.0
Crowley,08025,Ordway,8.0,CO,d1318b12-3d48-440d-8a25-d82fe3318493,44735.0,2019-02-18,-2.0,Bad dirt storm on Saturday afternoon. Tumbleweeds continue to hinder corral work and tear down fences.  Ground is scoured in many places because of the wind. Snowed during the night but only has .04 moisture content.,2019.0,1.0,2.0,Feb,8.0,18.0
Crowley,08025,Ordway,8.0,CO,d1318b12-3d48-440d-8a25-d82fe3318493,44966.0,2019-02-25,-2.0,"Blizzard on Saturday. Melted to .19""  Ready for warmer temps. A little ""green"" coming up where moisture has collected. ",2019.0,1.0,2.0,Feb,9.0,25.0
Larimer,08069,Fort Collins,8.0,CO,c512a3a7-6713-4785-81b2-daca59977b8d,44166.0,2019-02-02,-2.0,"Still calling it moderately dry, some golf courses limiting access due to dry conditions to prevent course damage.  Need precip in a hurry around here.",2019.0,1.0,2.0,Feb,5.0,2.0
Larimer,08069,Fort Collins,8.0,CO,c512a3a7-6713-4785-81b2-daca59977b8d,44601.0,2019-02-16,-2.0,"Some snow in the last two weeks, but still dry on the pasture, snow pack looks good however.  Seems colder than January",2019.0,1.0,2.0,Feb,7.0,16.0
Elbert,08039,Elbert,8.0,CO,ab40f47f-adb9-41dc-8052-14e3289a61bd,44239.0,2019-02-03,0.0,"Ground has been covered with 0"" to over 2' of snow in drifts, so moisture is being added to the ground as the snow melts, which is helping improve the drought conditions.",2019.0,1.0,2.0,Feb,5.0,3.0
Elbert,08039,Elbert,8.0,CO,ab40f47f-adb9-41dc-8052-14e3289a61bd,44464.0,2019-02-10,0.0,"Snow depths from bare ground (30% around the house area) to snow covered with drifts of up to 2' (70% around the house). Open pastures have less deep snow but are covered, too. Warm temperatures make for muddy ground already.",2019.0,1.0,2.0,Feb,6.0,10.0
Weld,08123,Kersey,8.0,CO,7bfade50-5dce-4274-8680-032e402fcc82,44165.0,2019-02-02,-1.0,Only 0.21 of an inch of precipitation over the last two full months. ,2019.0,1.0,2.0,Feb,5.0,2.0
Weld,08123,Kersey,8.0,CO,7bfade50-5dce-4274-8680-032e402fcc82,44473.0,2019-02-10,-1.0,Present snow cover is great but we need more precipitation. ,2019.0,1.0,2.0,Feb,6.0,10.0
Weld,08123,Kersey,8.0,CO,7bfade50-5dce-4274-8680-032e402fcc82,44686.0,2019-02-17,-1.0,Over the last four months we have received only 0.61 inches of precipitation. ,2019.0,1.0,2.0,Feb,7.0,17.0
Weld,08123,Kersey,8.0,CO,7bfade50-5dce-4274-8680-032e402fcc82,44909.0,2019-02-24,-1.0,Even as the snow melts the soil remains dry. ,2019.0,1.0,2.0,Feb,8.0,24.0
Gunnison,08051,Pitkin,8.0,CO,401e0943-eceb-420d-bfff-09e96efc042b,44326.0,2019-02-05,-2.0,"84% of average snowpack, and 80% average snowfall for the water year at this station.",2019.0,1.0,2.0,Feb,6.0,5.0
Gunnison,08051,Pitkin,8.0,CO,401e0943-eceb-420d-bfff-09e96efc042b,44547.0,2019-02-12,-2.0,"Snowfall for the date is 79% of average, snow depth is 90% of average. The weather forecast is promising, so hopefully we'll be above average by next week.",2019.0,1.0,2.0,Feb,7.0,12.0
Gunnison,08051,Pitkin,8.0,CO,401e0943-eceb-420d-bfff-09e96efc042b,44753.0,2019-02-19,1.0,"For the date, snowfall is 104"" (100% of average), and snow depth is 39"" (143% of average). This is the first time since I began Condition Monitoring Reports (10-2017) that conditions have been in the Wet category. Hopefully this drought is almost over!",2019.0,1.0,2.0,Feb,8.0,19.0
Gunnison,08051,Pitkin,8.0,CO,401e0943-eceb-420d-bfff-09e96efc042b,44961.0,2019-02-25,0.0,"Snow depth is 115% of average, snowfall is 93% of average for this date.",2019.0,1.0,2.0,Feb,9.0,25.0
Larimer,08069,Fort Collins,8.0,CO,0c7ec328-9ab1-49bf-8d59-0cf289d22f32,44299.0,2019-02-04,-1.0,"No precipitation over the past week.  Temperature were much above normal (above 50F on 2 days, and above 60F on 2 other days), but winds were mostly light during all but the last day of the week.  For now ground conditions remain mildly dry.",2019.0,1.0,2.0,Feb,6.0,4.0
Larimer,08069,Fort Collins,8.0,CO,0c7ec328-9ab1-49bf-8d59-0cf289d22f32,44561.0,2019-02-11,-1.0,"Another 0.13"" of precipitation in the form of 1.8"" of snow.  Temperatures were below average and winds light, resulting in reduced surface evaporation and mildly dry ground conditions.",2019.0,1.0,2.0,Feb,7.0,11.0
Larimer,08069,Fort Collins,8.0,CO,0c7ec328-9ab1-49bf-8d59-0cf289d22f32,44737.0,2019-02-18,-1.0,"Just 0.02"" of precipitation this week in the form of 0.7"" of new snow.  The middle of the week was warm (56F), dry, and windy (peak gust 37 mph), but the week ended cool with some snow.  Water year 2018-19 (Oct 1 to present):  2.74"" (normal 3.00"", so we're 90% of normal).",2019.0,1.0,2.0,Feb,8.0,18.0
Larimer,08069,Fort Collins,8.0,CO,0c7ec328-9ab1-49bf-8d59-0cf289d22f32,44989.0,2019-02-25,-1.0,"We totaled 0.05"" of precipitation, all in the form of 0.5"" of snow, over the past week.  There was at least a trace of snow on 5 of the 7 days.  Below average temperatures with moderate winds have left ground conditions mildly dry.  Month-to-date precipitation is 0.20"" (59% of average).",2019.0,1.0,2.0,Feb,9.0,25.0
Moffat,08081,Craig,8.0,CO,69d3d4fe-b1f2-4bca-b207-f0f293ca0217,44305.0,2019-02-04,-2.0,"Some minor flooding occurred on Sunday Feb 3, 2019 when mid day rain fell and caused some melting of the snow. A couple of homes experienced flooding which came towards their houses and sandbags had to be used. This flooding was very isolated and was related to clogged drainage systems blocked by ice with water backing up. Some patches of ground on lawns remain dry when examined. ",2019.0,1.0,2.0,Feb,6.0,4.0
Moffat,08081,Craig,8.0,CO,69d3d4fe-b1f2-4bca-b207-f0f293ca0217,44534.0,2019-02-11,-2.0,"Snow has fallen but melts off quickly if warm. There have been some days of very cold temperature. Most people are glad to have some snow this year. The deer in town (about 250 head) seem to be doing alright with the winter. Most look well fed, not thin. They don't raid trash cans as much as some years. ",2019.0,1.0,2.0,Feb,7.0,11.0
Moffat,08081,Craig,8.0,CO,69d3d4fe-b1f2-4bca-b207-f0f293ca0217,44988.0,2019-02-26,-1.0,Snow and ice are melting and creating mud in some places. Bird activity has increased with more birds around who can be quite noisy. some days are very windy.,2019.0,1.0,2.0,Feb,9.0,26.0
La Plata,08067,Bayfield,8.0,CO,c51996a3-f36f-483b-bed4-3eb5ebb5161c,44532.0,2019-02-11,-2.0,Conditions are improving but need more moisture.,2019.0,1.0,2.0,Feb,7.0,11.0
La Plata,08067,Bayfield,8.0,CO,c51996a3-f36f-483b-bed4-3eb5ebb5161c,44965.0,2019-02-25,-2.0,"With this snow I am still down 8.00"" of moisture the last 730 days.",2019.0,1.0,2.0,Feb,9.0,25.0
Garfield,08045,Glenwood Springs,8.0,CO,6536907e-4f06-473a-82ff-8e3a40b390f3,44181.0,2019-02-02,-1.0,It has been a dry week with no knew snow and hot. It affects are tourism because we are a ski valley and with no knew snow it can affect us,2019.0,1.0,2.0,Feb,5.0,2.0
Douglas,08035,Parker,8.0,CO,99568bc5-d268-486c-91a1-25ef195e2aa4,44149.0,2019-02-02,0.0,"December was drier than normal but January certainly made up for it!  23"" of snow fell measured to 2.28"" precipitation which brings us to normal conditions.  Snow pack of 4"" remains on the ground in this Ponderosa pine forest area of suburbia but at times amounted to 13"" after several snowstorms.  Cold nights in the 20's have kept the snow around but with a week of 40 daytime temps, there are many bare spots. ",2019.0,1.0,2.0,Feb,5.0,2.0
Douglas,08035,Parker,8.0,CO,99568bc5-d268-486c-91a1-25ef195e2aa4,44401.0,2019-02-09,0.0,"This elevation of 6300 feet in Ponderosa pine forest (suburbia) remains at Normal for this time of year due to good snowfall in January of 23"" measured and cold temps day and night that keep snowpack of at least 4"" since January 11.  This week only had 2"" of snow fall but the frigid below zero temps early in the week made school kids happy with a delayed start.  ",2019.0,1.0,2.0,Feb,6.0,9.0
Douglas,08035,Parker,8.0,CO,99568bc5-d268-486c-91a1-25ef195e2aa4,44727.0,2019-02-18,0.0,"Near Normal conditions remain.  Snowpack was reduced to 2"" in shaded areas a week ago, but with 3"" of new snow the past few days along with night time temps in the teens, the snowpack has increased again to 4 or 5"".  Deer are stretching as far up as they can reach to eat evergreens and trees are being stripped of bark.  ",2019.0,1.0,2.0,Feb,8.0,18.0
